pond_id,week_index,culture_type,age_days,avg_weight_g,shrimp_count,biomass_kg,temperature_c,ph,salinity_ppt,do_mg_l,do_min_mg_l,nh3_mg_l,tan_mg_l,seaweed_biomass_kg,feed_input_kg,feeding_rate_actual,shrimp_seaweed_ratio,buffer_index,oxygen_stress,thermal_stress,weekly_growth_g
P06,185,IMTA,53,8.449926783541455,79555,672.234,29.206,7.77,31.4,4.785,4.497,0.049,0.4748,143.692,159.375,0.23708,4.67831,13753.84,0,0,0.6538
P06,186,IMTA,54,8.280058470767996,82613,684.04,28.406,7.77,30.138,5.854,5.78,0.0819,0.3645,146.628,158.461,0.23165,4.66513,10359.375,0,0,0.8311
P06,187,IMTA,55,8.777746984182622,82401,723.295,30.149,7.745,29.847,5.834,5.511,0.0742,0.1882,149.494,201.871,0.2791,4.83829,11592.492,0,0,0.7573
P06,188,IMTA,56,8.269662522466549,89105,736.868,27.759,7.572,29.943,6.199,5.393,0.0729,0.317,152.286,166.554,0.22603,4.83872,12777.951,0,0,0.8276
P06,189,IMTA,57,9.019268309098136,82614,745.118,27.466,7.41,30.519,5.224,4.604,0.0826,0.2886,155.0,225.736,0.30295,4.80721,9691.159,0,0,0.8188
P06,190,IMTA,58,9.054898632433781,77471,701.492,30.047,7.715,29.301,5.421,5.078,0.01,0.3374,157.635,212.131,0.3024,4.45011,77687.868,0,0,0.8533
P06,191,IMTA,59,9.233059501306476,78888,728.378,29.422,7.662,29.389,5.339,5.057,0.0589,0.2044,160.187,241.708,0.33184,4.54703,14273.963,0,0,0.7317
P06,192,IMTA,60,9.570185880212794,76042,727.736,30.497,7.41,29.965,5.709,4.796,0.0524,0.0808,162.657,140.034,0.19242,4.47407,17388.185,0,0,0.9665
P06,193,IMTA,61,9.180368428613912,78671,722.229,28.546,7.669,29.776,4.643,4.17,0.0624,0.3663,165.041,190.709,0.26406,4.37606,12081.581,0,0,0.9531
P06,194,IMTA,62,9.860775503625703,84426,832.506,28.418,7.547,29.397,5.892,5.311,0.0663,0.226,167.34,244.688,0.29392,4.97493,14653.06,0,0,0.8712
P06,195,IMTA,63,9.341296875403367,82237,768.2,29.769,7.477,29.39,6.016,5.533,0.0611,0.2344,169.554,155.42,0.20232,4.53072,16430.874,0,0,0.9281
P06,196,IMTA,64,9.459459534493698,83171,786.753,29.461,7.77,29.841,5.246,4.373,0.0298,0.2396,171.682,190.038,0.24155,4.58263,29282.834,0,0,0.8833
P06,197,IMTA,65,9.863113998547675,86070,848.918,29.627,7.41,30.425,4.95,3.947,0.0287,0.0741,173.724,256.611,0.30228,4.88658,28989.435,1,0,0.5471
P06,198,IMTA,66,9.456987506445628,71748,678.52,30.55,7.473,30.9,5.264,4.987,0.0458,0.0914,175.683,100.377,0.14794,3.86218,19754.859,0,0,0.8975
P06,199,IMTA,67,9.927207435792104,74844,742.992,29.63,7.493,29.653,5.954,4.835,0.0198,0.204,177.558,199.819,0.26894,4.1845,50897.85,0,0,0.9866
P06,200,IMTA,68,10.933966376147882,86735,948.358,27.782,7.633,31.525,6.07,5.8,0.0537,0.4579,179.351,287.946,0.30363,5.28771,19900.822,0,0,1.0765
P06,201,IMTA,69,10.194751107335291,88194,899.116,30.666,7.528,30.157,5.05,4.163,0.0653,0.4282,181.064,174.104,0.19364,4.96573,13783.903,0,0,0.9204
P06,202,IMTA,70,11.015578754686489,73974,814.866,29.44,7.473,29.477,5.652,4.966,0.0871,0.4552,182.699,223.652,0.27446,4.46017,11726.376,0,0,1.0202
P06,203,IMTA,71,10.710256361547328,86576,927.251,28.65,7.65,31.6,5.293,4.41,0.0678,0.109,184.256,164.466,0.17737,5.0324,14184.854,0,0,1.0838
P06,204,IMTA,72,10.911091402085649,73141,798.048,29.424,7.438,28.53,6.163,5.73,0.0875,0.1529,185.739,180.295,0.22592,4.29661,12929.324,0,0,0.9354
P06,205,IMTA,73,10.831171223808884,70609,764.778,30.442,7.77,29.576,5.418,4.889,0.0498,0.4205,187.15,141.467,0.18498,4.08645,19955.843,0,0,0.9097
P06,206,IMTA,74,11.09845408248443,70606,783.617,29.41,7.693,29.985,5.408,5.177,0.0704,0.1394,188.49,262.655,0.33518,4.15734,14280.446,0,0,1.0962
P06,207,IMTA,75,11.231290141644584,79002,887.294,29.876,7.41,30.615,5.314,4.79,0.0474,0.3888,189.763,142.018,0.16006,4.67581,20834.634,0,0,1.2185
P06,208,IMTA,76,11.374550539674892,74096,842.809,29.921,7.41,29.73,5.647,4.633,0.0188,0.0586,190.97,272.232,0.32301,4.4133,54517.052,0,0,1.1041
P06,209,IMTA,77,11.496986620097585,81037,931.681,29.833,7.563,29.487,5.189,4.786,0.0571,0.3093,192.114,207.605,0.22283,4.84961,17148.09,0,0,1.0604
P06,210,IMTA,78,11.219105171626554,85471,958.908,31.0,7.77,29.764,5.4,4.668,0.043,0.364,193.198,150.932,0.1574,4.96333,23709.852,0,0,1.0357
P06,211,IMTA,79,11.43314656452657,72457,828.412,29.791,7.77,29.558,5.383,4.836,0.0703,0.2219,194.224,118.951,0.14359,4.26523,14656.414,0,0,1.1351
P06,212,IMTA,80,11.948693677110674,88794,1060.972,27.193,7.593,29.209,5.159,4.422,0.0185,0.0426,195.195,148.909,0.14035,5.43545,51657.937,0,0,1.0303
P06,213,IMTA,81,11.699392807834197,84327,986.575,29.089,7.532,29.641,5.495,5.43,0.0199,0.0624,196.112,142.667,0.14461,5.03066,51595.39,0,0,1.1024
P06,214,IMTA,82,11.977616251844038,83221,996.789,29.237,7.443,29.487,6.249,5.958,0.0263,0.4025,196.979,313.785,0.3148,5.06038,45108.752,0,0,1.143
P06,215,IMTA,83,12.102932000115397,78741,952.997,28.925,7.77,28.653,4.903,4.65,0.011,0.3131,197.797,135.725,0.14242,4.81805,80998.529,0,0,1.1344
P06,216,IMTA,84,12.232183968705424,73244,895.934,27.816,7.748,30.709,4.948,3.962,0.0309,0.3314,198.569,130.531,0.14569,4.51195,30777.373,1,0,0.8632
P06,217,IMTA,85,12.455278754627727,74784,931.456,28.392,7.602,30.999,4.898,4.536,0.0523,0.1885,199.298,158.881,0.17057,4.67369,18317.154,0,0,1.3595
P06,218,IMTA,86,12.551260956385237,71687,899.762,30.318,7.609,30.155,5.454,4.745,0.0348,0.2718,199.984,186.776,0.20758,4.49917,30440.764,0,0,1.2043
P06,219,IMTA,87,12.932139527751499,81692,1056.452,30.559,7.41,29.882,4.857,4.441,0.0398,0.2427,200.631,260.203,0.2463,5.26565,23902.163,0,0,1.3504
P06,220,IMTA,88,12.474737625423092,74348,927.472,30.432,7.77,29.43,6.007,5.518,0.0691,0.1521,201.24,145.239,0.1566,4.60877,17233.937,0,0,1.2419
P06,221,IMTA,89,12.830679717330879,77424,993.403,31.0,7.549,29.503,4.759,3.969,0.0326,0.2005,201.814,195.524,0.19682,4.92236,28556.482,1,0,0.7917
P06,222,IMTA,90,12.865686057705611,83499,1074.272,28.682,7.696,29.134,5.465,4.678,0.0462,0.3738,202.354,151.496,0.14102,5.30887,23421.358,0,0,1.2737
P06,223,IMTA,91,13.138244226800605,73095,960.34,28.598,7.536,29.646,6.45,6.031,0.084,0.0541,202.862,250.266,0.2606,4.73395,15388.899,0,0,1.3461
P06,224,IMTA,92,13.559439167373595,79445,1077.23,31.0,7.432,30.688,4.898,4.208,0.029,0.4193,203.34,240.865,0.2236,5.29768,33145.927,0,0,1.2769
P06,225,IMTA,93,13.479939607687049,85311,1149.987,27.736,7.567,31.139,5.735,5.548,0.0566,0.1985,203.789,277.045,0.24091,5.64302,20279.513,0,0,1.3714
P06,226,IMTA,94,13.969660569809543,82321,1149.996,27.0,7.767,30.043,5.767,5.219,0.0733,0.362,204.211,383.858,0.33379,5.6314,15849.944,0,0,1.2074
P06,227,IMTA,95,13.513553956395569,71523,966.53,28.472,7.704,30.739,5.144,3.972,0.0568,0.1384,204.608,331.93,0.34342,4.72381,18201.297,1,0,0.8862
P06,228,IMTA,96,14.0,72338,1012.732,31.0,7.684,29.45,5.221,4.298,0.082,0.3574,204.981,258.892,0.25564,4.94062,12891.296,0,0,1.3006
P06,229,IMTA,97,13.811211821399091,74322,1026.477,31.0,7.77,30.279,5.724,4.931,0.0701,0.2739,205.331,172.242,0.1678,4.99913,16527.496,0,0,1.3314
P06,230,IMTA,98,13.870572054044763,79393,1101.226,27.869,7.679,29.043,5.467,4.922,0.0645,0.0411,205.66,331.766,0.30127,5.3546,17173.481,0,0,1.3629
P06,231,IMTA,22,4.5,82223,370.003,29.456,7.42,29.274,5.435,5.408,0.0703,0.1874,50.0,93.195,0.25188,7.40007,3810.1,0,0,0.3659
P06,232,IMTA,23,4.778815487776316,89253,426.524,28.629,7.684,29.819,5.076,4.687,0.0259,0.1419,52.228,126.731,0.29713,8.1665,9843.429,0,0,0.587
P06,233,IMTA,24,4.887821257775217,86531,422.948,30.488,7.517,31.286,4.955,4.884,0.0736,0.4233,54.543,132.288,0.31278,7.75446,3620.485,0,0,0.381
P06,234,IMTA,25,5.095469647716507,77626,395.541,31.0,7.77,30.071,5.373,4.602,0.047,0.0668,56.942,76.256,0.19279,6.94639,6379.283,0,0,0.5098
P06,235,IMTA,26,4.889737918652829,89017,435.27,30.453,7.77,30.095,5.543,5.054,0.0274,0.363,59.426,99.264,0.22805,7.32459,11595.598,0,0,0.356
P06,236,IMTA,27,5.346714913502576,78911,421.915,29.115,7.691,29.56,5.848,5.458,0.0511,0.14,61.993,78.463,0.18597,6.80585,6952.86,0,0,0.4347
P06,237,IMTA,28,5.0136369715135425,75546,378.76,30.621,7.77,30.021,5.182,4.177,0.0113,0.4344,64.642,56.138,0.14822,5.85939,27140.069,0,0,0.4324
P06,238,IMTA,29,5.171687451998897,88022,455.222,30.121,7.638,30.511,5.102,4.665,0.0366,0.0583,67.37,94.494,0.20758,6.75708,9133.3,0,0,0.6318
P06,239,IMTA,30,5.314312549960624,81790,434.658,27.0,7.513,30.142,5.431,4.649,0.0176,0.3134,70.175,89.677,0.20632,6.19395,20445.65,0,0,0.5337
P06,240,IMTA,31,5.9048134796905005,87386,515.998,29.019,7.514,29.378,5.152,4.821,0.0256,0.1704,73.053,83.628,0.16207,7.06333,14163.873,0,0,0.5376
P06,241,IMTA,32,5.5903550371309905,87347,488.301,31.0,7.587,30.224,5.482,4.967,0.0116,0.3842,76.001,123.309,0.25253,6.42488,33108.783,0,0,0.5027
P06,242,IMTA,33,5.89843164016352,87597,516.685,30.593,7.542,30.375,5.539,5.171,0.048,0.2646,79.016,109.372,0.21168,6.53901,8929.991,0,0,0.4832
P06,243,IMTA,34,5.55995637287373,83149,462.305,29.852,7.41,29.535,5.276,3.905,0.0319,0.0719,82.091,91.047,0.19694,5.6316,13178.038,1,0,0.1886
P06,244,IMTA,35,5.991399367420508,81203,486.52,27.324,7.673,30.269,5.192,4.942,0.024,0.3516,85.223,80.388,0.16523,5.7088,17713.847,0,0,0.6871
P06,245,IMTA,36,6.1069693798678975,70514,430.627,29.548,7.56,29.664,5.559,4.912,0.042,0.2021,88.405,140.135,0.32542,4.87108,11430.73,0,0,0.5344
P06,246,IMTA,37,6.6649399026239875,78177,521.045,28.219,7.612,29.639,5.14,4.326,0.0727,0.2987,91.631,121.289,0.23278,5.68631,6386.116,0,0,0.7465
P06,247,IMTA,38,6.885118455918964,76041,523.551,29.534,7.695,30.002,5.539,5.108,0.0866,0.3232,94.896,94.578,0.18065,5.51708,5999.722,0,0,0.5795
P06,248,IMTA,39,6.320017492669773,71269,450.421,28.619,7.77,30.546,5.889,5.464,0.0205,0.3083,98.193,129.66,0.28786,4.5871,26903.908,0,0,0.7345
P06,249,IMTA,40,6.419577936661352,84786,544.29,28.892,7.413,30.969,6.095,5.475,0.0469,0.1907,101.515,161.967,0.29757,5.3617,12912.53,0,0,0.5915
P06,250,IMTA,41,7.263255885457767,75457,548.063,28.452,7.596,30.498,5.214,4.929,0.0586,0.2812,104.854,101.496,0.18519,5.22694,9166.868,0,0,0.6347
P06,251,IMTA,42,7.151308081607888,70743,505.905,31.0,7.71,30.308,4.959,4.348,0.0512,0.3368,108.203,110.637,0.21869,4.67551,10275.855,0,0,0.5641
P06,252,IMTA,43,7.18175326787129,80451,577.779,31.0,7.77,30.419,5.26,4.542,0.0673,0.1151,111.556,146.729,0.25395,5.17929,8585.842,0,0,0.6622
P06,253,IMTA,44,7.531081842410921,86044,648.004,27.0,7.42,30.353,5.065,4.597,0.048,0.0909,114.904,152.128,0.23476,5.63953,11866.857,0,0,0.708
P06,254,IMTA,45,7.010508283311019,73926,518.259,27.313,7.621,30.555,5.406,4.511,0.01,0.3225,118.241,167.389,0.32298,4.38309,58109.041,0,0,0.7624
P06,255,IMTA,46,7.487713340472869,82111,614.824,31.0,7.448,30.024,4.803,4.596,0.0178,0.1925,121.558,145.85,0.23722,5.05786,31114.681,0,0,0.715
P06,256,IMTA,47,7.604581876281355,70956,539.591,29.121,7.677,29.78,5.558,4.775,0.0636,0.1943,124.85,137.519,0.25486,4.32192,10748.525,0,0,0.687
P06,257,IMTA,48,7.856843662056097,85970,675.453,28.567,7.421,30.259,5.858,5.411,0.0309,0.4308,128.108,219.71,0.32528,5.27251,23493.343,0,0,0.7826
P06,258,IMTA,49,8.03399893274012,73161,587.775,27.5,7.566,30.562,5.818,5.067,0.0676,0.4525,131.328,153.068,0.26042,4.47564,11137.394,0,0,0.7055
P06,259,IMTA,50,7.856798208303503,78690,618.251,27.928,7.48,29.657,4.674,4.332,0.0795,0.2041,134.501,204.647,0.33101,4.59661,7810.671,0,0,0.8058
P06,260,IMTA,51,7.86936850288979,87014,684.745,29.229,7.77,29.784,5.608,5.201,0.0433,0.3061,137.624,170.537,0.24905,4.97549,17426.251,0,0,0.7248
P06,261,IMTA,52,8.461456323748358,73001,617.695,27.202,7.63,28.857,5.483,4.764,0.0253,0.1845,140.689,141.122,0.22847,4.39051,29309.999,0,0,0.897
P06,262,IMTA,53,7.970331860832577,83362,664.423,29.226,7.77,30.798,5.536,4.914,0.0633,0.1051,143.692,216.491,0.32583,4.62395,12379.81,0,0,0.8513
P06,263,IMTA,54,8.63315445607546,70971,612.704,31.0,7.723,29.073,5.011,4.615,0.0769,0.3974,146.628,110.052,0.17962,4.17862,9432.578,0,0,0.7919
P06,264,IMTA,55,8.916491552742142,78705,701.772,27.709,7.77,29.567,4.814,4.802,0.024,0.3792,149.494,213.037,0.30357,4.69432,28785.319,0,0,0.8982
P06,265,IMTA,56,8.32857582103443,77882,648.646,27.949,7.41,29.49,4.981,4.853,0.0393,0.2503,152.286,150.349,0.23179,4.2594,18822.069,0,0,0.7326
P06,266,IMTA,57,8.848857627380681,76961,681.017,28.454,7.41,30.376,4.757,4.617,0.0786,0.4899,155.0,148.445,0.21797,4.39365,9267.413,0,0,0.8697
P06,267,IMTA,58,9.424712308279714,85085,801.902,27.959,7.511,30.889,5.924,5.176,0.0218,0.4612,157.635,180.178,0.22469,5.08709,41032.067,0,0,0.8783
P06,268,IMTA,59,9.051173638556138,89077,806.251,27.0,7.41,31.072,5.679,5.243,0.0299,0.0326,160.187,238.884,0.29629,5.03318,29437.895,0,0,0.8993
P06,269,IMTA,60,9.266419079942647,85050,788.109,31.0,7.658,28.497,6.213,5.965,0.0695,0.4123,162.657,211.712,0.26863,4.84523,14334.149,0,0,1.073
P06,270,IMTA,61,9.017083927476339,82218,741.367,30.106,7.621,31.088,5.004,4.243,0.0209,0.4137,165.041,121.245,0.16354,4.49201,37725.365,0,0,0.8669
P06,271,IMTA,62,9.80063682453829,72090,706.528,31.0,7.77,29.851,5.309,4.315,0.0673,0.3666,167.34,105.469,0.14928,4.22211,12999.347,0,0,0.8574
P06,272,IMTA,63,9.29232428222831,89543,832.063,27.812,7.414,31.129,5.437,5.281,0.0536,0.3086,169.554,163.359,0.19633,4.90737,16872.526,0,0,0.8666
P06,273,IMTA,64,9.93392010092698,74387,738.955,28.221,7.41,30.019,5.083,4.406,0.0223,0.2365,171.682,189.144,0.25596,4.30421,37379.437,0,0,0.829
P06,274,IMTA,65,9.630929080157127,80726,777.466,27.0,7.77,30.529,5.851,5.387,0.0801,0.4712,173.724,237.037,0.30488,4.47528,12537.506,0,0,0.9789
P06,275,IMTA,66,9.732781063924884,71246,693.422,28.683,7.569,29.853,5.749,5.662,0.06,0.3454,175.683,145.949,0.21048,3.94701,16545.224,0,0,1.0587
P06,276,IMTA,67,10.300543743171687,80829,832.583,29.786,7.77,29.435,5.076,4.422,0.0876,0.0345,177.558,215.198,0.25847,4.68907,10170.67,0,0,1.0939
P06,277,IMTA,68,9.896289987864632,74340,735.69,29.02,7.768,29.634,5.5,4.833,0.0198,0.4327,179.351,120.957,0.16441,4.10195,47373.249,0,0,0.8978
P06,278,IMTA,69,10.608516378340184,71501,758.52,30.531,7.77,29.43,4.946,3.986,0.0564,0.0605,181.064,223.501,0.29465,4.18923,15604.735,1,0,0.4991
P06,279,IMTA,70,10.835766393079577,70815,767.335,30.737,7.661,29.517,5.295,4.462,0.0363,0.1983,182.699,203.522,0.26523,4.2,25913.302,0,0,1.0219
P06,280,IMTA,71,10.717676075492342,70408,754.61,28.518,7.77,30.957,4.851,4.421,0.0603,0.3748,184.256,156.129,0.2069,4.09544,14587.521,0,0,1.0229
P06,281,IMTA,72,10.573453911484629,70667,747.194,29.724,7.538,29.516,5.218,5.009,0.0193,0.0864,185.739,122.44,0.16387,4.02282,47653.749,0,0,1.0147
P06,282,IMTA,73,10.68198582966403,87713,936.949,28.33,7.496,30.187,5.763,4.882,0.059,0.1014,187.15,268.773,0.28686,5.00642,17989.651,0,0,1.0383
P06,283,IMTA,74,10.445555102302494,73479,767.529,29.949,7.677,30.226,5.031,4.533,0.0488,0.2969,188.49,193.98,0.25273,4.07199,19058.824,0,0,1.0378
P06,284,IMTA,75,10.928400052453831,81619,891.965,28.803,7.575,30.357,5.033,4.451,0.0667,0.2037,189.763,307.101,0.3443,4.70042,14109.891,0,0,0.9571
P06,285,IMTA,76,11.083131332283322,87397,968.632,28.338,7.77,30.194,5.541,4.745,0.0247,0.2791,190.97,239.182,0.24693,5.07217,41099.01,0,0,1.1152
P06,286,IMTA,77,11.448277080927324,74993,858.541,28.793,7.41,28.829,5.406,5.049,0.01,0.2791,192.114,250.713,0.29202,4.4689,94406.954,0,0,1.1001
P06,287,IMTA,78,11.587820032351841,83924,972.496,30.999,7.556,30.249,5.974,5.521,0.0137,0.2348,193.198,301.334,0.30986,5.03366,78378.548,0,0,0.9902
P06,288,IMTA,79,11.895501792895914,76181,906.211,29.165,7.583,30.125,5.479,4.508,0.0648,0.4511,194.224,170.935,0.18863,4.66579,16174.824,0,0,1.0304
P06,289,IMTA,80,11.781076330933056,88545,1043.155,29.787,7.742,29.054,4.724,4.46,0.064,0.1024,195.195,174.443,0.16723,5.34417,14188.766,0,0,1.0055
P06,290,IMTA,81,12.1928942084334,78373,955.594,28.194,7.77,29.782,5.05,4.665,0.0326,0.0469,196.112,221.401,0.23169,4.87269,29487.482,0,0,1.1097
P06,291,IMTA,82,12.13366952839136,87081,1056.612,29.058,7.704,30.628,4.825,4.304,0.031,0.2847,196.979,285.564,0.27026,5.36409,29714.981,0,0,1.1101
P06,292,IMTA,83,11.763398508091687,71047,835.754,29.414,7.66,30.521,5.976,5.448,0.0388,0.1432,197.797,286.86,0.34323,4.22531,29702.462,0,0,1.2146
P06,293,IMTA,84,12.308330576412075,74005,910.878,27.491,7.441,30.665,5.344,4.934,0.0653,0.2751,198.569,245.205,0.2692,4.5872,16006.309,0,0,1.1531
P06,294,IMTA,85,12.262901335433575,80363,985.484,29.087,7.506,30.174,5.765,5.206,0.0412,0.0733,199.298,158.407,0.16074,4.94478,27255.014,0,0,1.2209
P06,295,IMTA,86,12.60169294689799,86570,1090.929,29.401,7.767,28.865,5.191,4.847,0.058,0.2089,199.984,269.594,0.24712,5.45507,17595.107,0,0,1.0916
P06,296,IMTA,87,12.65747328052802,86695,1097.34,28.833,7.67,30.975,4.997,4.26,0.0164,0.1348,200.631,193.708,0.17653,5.46944,57467.415,0,0,1.2475
P06,297,IMTA,88,12.646388759445571,78868,997.395,29.285,7.629,29.801,5.022,4.014,0.0625,0.3622,201.24,152.615,0.15301,4.95624,15906.648,0,0,1.2235
P06,298,IMTA,89,12.863735685419863,86790,1116.444,28.5,7.668,29.542,4.891,4.352,0.0471,0.3561,201.814,181.747,0.16279,5.53204,20498.362,0,0,1.1261
P06,299,IMTA,90,13.09324585099075,70293,920.364,29.282,7.719,29.449,5.328,4.9,0.01,0.1169,202.354,223.371,0.2427,4.54828,98011.041,0,0,1.3201
P06,300,IMTA,91,13.392281514072534,70143,939.375,30.643,7.634,30.261,5.302,4.543,0.0581,0.2515,202.862,204.709,0.21792,4.63061,18197.441,0,0,1.2578
P06,301,IMTA,92,13.829862096942401,81974,1133.689,29.863,7.49,30.602,5.226,3.8,0.0231,0.0642,203.34,356.533,0.31449,5.57534,44016.272,1,0,0.8595
P06,302,IMTA,93,13.829613350889082,83154,1149.988,27.487,7.59,29.952,5.765,4.533,0.0245,0.1804,203.789,373.186,0.32451,5.64303,46040.531,0,0,1.2366
P06,303,IMTA,94,13.383893601119219,85924,1149.998,27.868,7.707,29.818,6.02,5.583,0.0363,0.2856,204.211,167.055,0.14527,5.63141,32917.767,0,0,1.2216
P06,304,IMTA,95,13.769302224941917,83519,1149.998,27.771,7.709,29.972,5.009,4.272,0.026,0.2364,204.608,285.781,0.24851,5.62049,37944.045,0,0,1.2544
P06,305,IMTA,96,14.0,80946,1133.244,31.0,7.648,29.629,5.441,5.202,0.0615,0.1314,204.981,266.183,0.23489,5.52853,17834.723,0,0,1.2577
P06,306,IMTA,97,13.601068493550487,76163,1035.898,27.636,7.417,30.599,5.536,4.829,0.0663,0.0658,205.331,178.864,0.17267,5.04502,16884.559,0,0,1.3431
P06,307,IMTA,98,13.813151464065706,77465,1070.036,29.422,7.767,30.047,5.558,4.65,0.0459,0.0458,205.66,350.107,0.32719,5.20294,24382.825,0,0,1.2266
P06,308,IMTA,22,4.551897475698109,84604,385.109,28.505,7.526,31.247,5.193,4.56,0.0306,0.189,50.0,99.1,0.25733,7.70217,8214.517,0,0,0.5525
P06,309,IMTA,23,4.564739592601625,82640,377.23,27.533,7.589,29.917,5.433,4.162,0.0297,0.2197,52.228,126.508,0.33536,7.22269,9246.916,0,0,0.3211
P06,310,IMTA,24,4.867615764023372,77043,375.016,31.0,7.661,29.868,6.284,6.044,0.0334,0.2122,54.543,61.907,0.16508,6.87565,9967.829,0,0,0.4422
P06,311,IMTA,25,4.740012563497,81870,388.065,27.0,7.618,30.271,5.793,4.851,0.0867,0.3244,56.942,67.331,0.1735,6.8151,3762.601,0,0,0.3427
P06,312,IMTA,26,4.826026377043841,76668,370.002,27.984,7.698,29.596,5.581,5.325,0.0779,0.4277,59.426,102.201,0.27622,6.22628,4205.161,0,0,0.4038
P06,313,IMTA,27,5.191973475144882,84853,440.555,29.962,7.663,30.308,5.213,4.728,0.0804,0.3276,61.993,120.271,0.273,7.10653,3967.787,0,0,0.3216
P06,314,IMTA,28,5.235461688786817,71598,374.849,27.0,7.603,29.994,5.315,4.55,0.0837,0.1015,64.642,60.637,0.16176,5.79888,4056.069,0,0,0.3221
P06,315,IMTA,29,4.796712464000878,80417,385.737,27.0,7.631,29.306,4.631,3.943,0.0213,0.1554,67.37,99.173,0.2571,5.72568,14017.162,1,0,0.1798
P06,316,IMTA,30,5.49869004482337,76753,422.041,31.0,7.546,29.303,5.976,5.326,0.0715,0.1933,70.175,107.211,0.25403,6.01416,5782.95,0,0,0.6834
P06,317,IMTA,31,5.363530718062506,75859,406.872,29.968,7.41,29.982,5.58,5.222,0.044,0.476,73.053,135.19,0.33227,5.56954,9059.71,0,0,0.5879
P06,318,IMTA,32,5.813543103898944,81628,474.548,29.888,7.617,29.965,5.469,5.206,0.0571,0.2768,76.001,76.071,0.1603,6.24393,7153.807,0,0,0.5991
P06,319,IMTA,33,6.1800239377694375,86192,532.669,29.877,7.728,30.603,6.067,5.902,0.0842,0.148,79.016,170.467,0.32002,6.7413,5624.957,0,0,0.5484
P06,320,IMTA,34,6.095425379881969,80822,492.644,27.036,7.622,30.693,5.918,5.104,0.0712,0.0986,82.091,93.228,0.18924,6.00119,6732.444,0,0,0.459
P06,321,IMTA,35,6.6468696071039455,72960,484.956,27.804,7.591,29.251,4.938,4.565,0.0799,0.0985,85.223,122.614,0.25284,5.69045,5203.631,0,0,0.5953
P06,322,IMTA,36,6.473551342414361,86687,561.173,28.438,7.417,30.694,5.311,4.602,0.0543,0.051,88.405,164.847,0.29375,6.34777,8489.951,0,0,0.5464
P06,323,IMTA,37,6.595439280090846,85266,562.367,30.603,7.77,30.412,5.274,5.065,0.0641,0.4685,91.631,179.736,0.31961,6.13727,7427.202,0,0,0.6745
P06,324,IMTA,38,6.558077226430187,78911,517.504,29.243,7.476,30.384,6.099,5.298,0.0265,0.3143,94.896,128.201,0.24773,5.45336,21082.803,0,0,0.5559
P06,325,IMTA,39,6.4061470551627515,84790,543.177,31.0,7.477,29.394,5.498,5.059,0.0246,0.2882,98.193,111.72,0.20568,5.53172,21108.299,0,0,0.6479
P06,326,IMTA,40,7.01427882473785,72931,511.558,28.731,7.646,29.308,5.136,5.026,0.0817,0.1541,101.515,138.407,0.27056,5.03926,6301.193,0,0,0.6108
P06,327,IMTA,41,6.445479414933114,73032,470.726,29.921,7.612,29.161,5.256,4.899,0.0278,0.2001,104.854,103.923,0.22077,4.48936,19104.705,0,0,0.7685
P06,328,IMTA,42,6.85432634751985,73563,504.225,29.005,7.546,29.8,5.666,5.259,0.0293,0.4284,108.203,172.204,0.34152,4.65998,20216.962,0,0,0.6573
P06,329,IMTA,43,6.696205176553791,87233,584.13,28.185,7.599,30.264,4.958,4.366,0.0721,0.2627,111.556,134.758,0.2307,5.23622,7570.391,0,0,0.6601
P06,330,IMTA,44,7.362689597318555,75145,553.269,30.799,7.77,29.73,5.648,5.177,0.0335,0.2399,114.904,157.534,0.28473,4.81506,18785.819,0,0,0.7168
P06,331,IMTA,45,7.259077286123744,72666,527.488,27.0,7.627,30.788,5.345,5.139,0.0833,0.0791,118.241,169.761,0.32183,4.46115,7500.215,0,0,0.7008
P06,332,IMTA,46,7.563977262212863,77949,589.604,28.303,7.516,30.953,4.712,4.712,0.0838,0.277,121.558,202.067,0.34272,4.85039,6757.979,0,0,0.6621
P06,333,IMTA,47,7.470653150941848,87734,655.43,29.297,7.638,30.273,5.199,4.595,0.0383,0.4408,124.85,211.076,0.32204,5.24975,16525.726,0,0,0.6933
P06,334,IMTA,48,8.094189675966923,82158,665.002,29.836,7.477,29.938,5.356,4.323,0.0839,0.0663,128.108,95.183,0.14313,5.19093,8078.312,0,0,0.732
P06,335,IMTA,49,8.297444769810955,88775,736.606,27.597,7.552,28.924,5.333,5.006,0.0555,0.4846,131.328,196.181,0.26633,5.60891,12394.046,0,0,0.7606
P06,336,IMTA,50,8.061601828622912,84257,679.246,30.606,7.652,29.727,5.321,4.63,0.0686,0.5008,134.501,136.204,0.20052,5.0501,10281.755,0,0,0.7916
P06,337,IMTA,51,8.11204747987814,81074,657.676,29.109,7.728,29.89,5.028,4.384,0.0393,0.1275,137.624,139.441,0.21202,4.7788,17188.049,0,0,0.714
P06,338,IMTA,52,8.568416144384956,83980,719.576,28.889,7.77,29.864,5.577,5.174,0.0588,0.3375,140.689,158.158,0.21979,5.11467,13124.184,0,0,0.7811
P06,339,IMTA,53,8.056056715171277,72434,583.532,28.988,7.669,30.877,5.017,4.433,0.0185,0.2529,143.692,110.712,0.18973,4.061,36960.281,0,0,0.6626
